"About the data: Exported on Mar 06, 2023. Criteria: '""Evaluation of prostate segmentation algorithms for MRI: The PROMISE12 challenge""' in full data; Publication Year is 2016 or 2017 or 2018 or 2019 or 2020 or 2021 or 2022 or 2015 or 2014. © 2023 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Publication Date (online),Publication Date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals,,,,,,,,,,,
1071,pub.1147253873,10.48550/arxiv.2204.08467,,,IOP-FL: Inside-Outside Personalization for Federated Medical Image  Segmentation,"Federated learning (FL) allows multiple medical institutions to
collaboratively learn a global model without centralizing all clients data. It
is difficult, if possible at all, for such a global model to commonly achieve
optimal performance for each individual client, due to the heterogeneity of
medical data from various scanners and patient demographics. This problem
becomes even more significant when deploying the global model to unseen clients
outside the FL with new distributions not presented during federated training.
To optimize the prediction accuracy of each individual client for critical
medical tasks, we propose a novel unified framework for both Inside and Outside
model Personalization in FL (IOP-FL). Our inside personalization is achieved by
a lightweight gradient-based approach that exploits the local adapted model for
each client, by accumulating both the global gradients for common knowledge and
local gradients for client-specific optimization. Moreover, and importantly,
the obtained local personalized models and the global model can form a diverse
and informative routing space to personalize a new model for outside FL
clients. Hence, we design a new test-time routing scheme inspired by the
consistency loss with a shape constraint to dynamically incorporate the models,
given the distribution information conveyed by the test data. Our extensive
experimental results on two medical image segmentation tasks present
significant improvements over SOTA methods on both inside and outside
personalization, demonstrating the great potential of our IOP-FL scheme for
clinical practice. Code will be released at https://github.com/med-air/IOP-FL.",,,arXiv,,,2022-04-16,2022,,,,,,All OA, Green,Preprint,"Jiang, Meirui; Yang, Hongzheng; Cheng, Chen; Dou, Qi","Jiang, Meirui (); Yang, Hongzheng (); Cheng, Chen (); Dou, Qi ()",,"Jiang, Meirui (); Yang, Hongzheng (); Cheng, Chen (); Dou, Qi ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1147253873,40 Engineering, 46 Information and Computing Sciences, 4611 Machine Learning,,,,,,,,,
1071,pub.1134724456,10.3390/app11020844,,,Robust Resolution-Enhanced Prostate Segmentation in Magnetic Resonance and Ultrasound Images through Convolutional Neural Networks,"Prostate segmentations are required for an ever-increasing number of medical applications, such as image-based lesion detection, fusion-guided biopsy and focal therapies. However, obtaining accurate segmentations is laborious, requires expertise and, even then, the inter-observer variability remains high. In this paper, a robust, accurate and generalizable model for Magnetic Resonance (MR) and three-dimensional (3D) Ultrasound (US) prostate image segmentation is proposed. It uses a densenet-resnet-based Convolutional Neural Network (CNN) combined with techniques such as deep supervision, checkpoint ensembling and Neural Resolution Enhancement. The MR prostate segmentation model was trained with five challenging and heterogeneous MR prostate datasets (and two US datasets), with segmentations from many different experts with varying segmentation criteria. The model achieves a consistently strong performance in all datasets independently (mean Dice Similarity Coefficient -DSC- above 0.91 for all datasets except for one), outperforming the inter-expert variability significantly in MR (mean DSC of 0.9099 vs. 0.8794). When evaluated on the publicly available Promise12 challenge dataset, it attains a similar performance to the best entries. In summary, the model has the potential of having a significant impact on current prostate procedures, undercutting, and even eliminating, the need of manual segmentations through improvements in terms of robustness, generalizability and output resolution.",,"This work has been partially supported by a doctoral grant of the Spanish Ministry of Innovation and Science, with reference FPU17/01993.",Applied Sciences,,,2021-01-18,2021,2021-01-18,,11,2,844,All OA, Gold,Article,"Pellicer-Valero, Oscar J.; Gonzalez-Perez, Victor; Ramón-Borja, Juan Luis Casanova; García, Isabel Martín; Benito, María Barrios; Gómez, Paula Pelechano; Rubio-Briones, José; Rupérez, María José; Martín-Guerrero, José D.","Pellicer-Valero, Oscar J. (Intelligent Data Analysis Laboratory, Department of Electronic Engineering, ETSE (Engineering School), Universitat de València (UV), Av. Universitat, sn, 46100 Bujassot, Valencia, Spain;, jose.d.martin@uv.es); Gonzalez-Perez, Victor (Department of Radiodiagnosis, Fundación Instituto Valenciano de Oncología (FIVO), Beltrán Báguena, 8, 46009 Valencia, Spain;, vgonzalez@fivo.org, (V.G.-P.);, mismaga99@gmail.com, (I.M.G.);, mar7esc@gmail.com, (M.B.B.);, ppelechano@hotmail.com, (P.P.G.)); Ramón-Borja, Juan Luis Casanova (Department of Medical Physics, Fundación Instituto Valenciano de Oncología (FIVO), Beltrán Báguena, 8, 46009 Valencia, Spain;, jcasanova@fivo.org, (J.L.C.R.-B.);, jrubio@fivo.org, (J.R.-B.)); García, Isabel Martín (Department of Radiodiagnosis, Fundación Instituto Valenciano de Oncología (FIVO), Beltrán Báguena, 8, 46009 Valencia, Spain;, vgonzalez@fivo.org, (V.G.-P.);, mismaga99@gmail.com, (I.M.G.);, mar7esc@gmail.com, (M.B.B.);, ppelechano@hotmail.com, (P.P.G.)); Benito, María Barrios (Department of Radiodiagnosis, Fundación Instituto Valenciano de Oncología (FIVO), Beltrán Báguena, 8, 46009 Valencia, Spain;, vgonzalez@fivo.org, (V.G.-P.);, mismaga99@gmail.com, (I.M.G.);, mar7esc@gmail.com, (M.B.B.);, ppelechano@hotmail.com, (P.P.G.)); Gómez, Paula Pelechano (Department of Radiodiagnosis, Fundación Instituto Valenciano de Oncología (FIVO), Beltrán Báguena, 8, 46009 Valencia, Spain;, vgonzalez@fivo.org, (V.G.-P.);, mismaga99@gmail.com, (I.M.G.);, mar7esc@gmail.com, (M.B.B.);, ppelechano@hotmail.com, (P.P.G.)); Rubio-Briones, José (Department of Medical Physics, Fundación Instituto Valenciano de Oncología (FIVO), Beltrán Báguena, 8, 46009 Valencia, Spain;, jcasanova@fivo.org, (J.L.C.R.-B.);, jrubio@fivo.org, (J.R.-B.)); Rupérez, María José (Centro de Investigación en Ingeniería Mecánica (CIIM), Universitat Politècnica de València (UPV), Camino de Vera, sn, 46022 Valencia, Spain;, mjrupere@upvnet.upv.es); Martín-Guerrero, José D. (Intelligent Data Analysis Laboratory, Department of Electronic Engineering, ETSE (Engineering School), Universitat de València (UV), Av. Universitat, sn, 46100 Bujassot, Valencia, Spain;, jose.d.martin@uv.es)","Pellicer-Valero, Oscar J. (University of Valencia)","Pellicer-Valero, Oscar J. (University of Valencia); Gonzalez-Perez, Victor (Fundación Instituto Valenciano de Oncología); Ramón-Borja, Juan Luis Casanova (Fundación Instituto Valenciano de Oncología); García, Isabel Martín (Fundación Instituto Valenciano de Oncología); Benito, María Barrios (Fundación Instituto Valenciano de Oncología); Gómez, Paula Pelechano (Fundación Instituto Valenciano de Oncología); Rubio-Briones, José (Fundación Instituto Valenciano de Oncología); Rupérez, María José (Universitat Politècnica de València); Martín-Guerrero, José D. (University of Valencia)",3,3,,2.63,https://www.mdpi.com/2076-3417/11/2/844/pdf?version=1611035136,https://app.dimensions.ai/details/publication/pub.1134724456,32 Biomedical and Clinical Sciences, 3202 Clinical Sciences, 46 Information and Computing Sciences, 51 Physical Sciences,,,,,,,,
1071,pub.1121232730,10.1109/access.2019.2943485,,,Feature-Based Deformable Registration Using Minimal Spanning Tree for Prostate MR Segmentation,"Automatic and accurate segmentation of the prostate is still a challenging task due to intensity inhomogeneity and complicated deformation of MR images. To tackle these problems with multi-atlas segmentation, in this paper, we propose a new metric for image registration and new descriptor for label fusion. First, to reduce the amount of edges in entropic graph, a modified $\alpha $ -mutual information ( $\alpha $ -MI) based on fast minimal spanning tree (MST) is implemented for deformable registration. Second, localized $\alpha $ -MI allowing for the spatial information is proposed with the stochastic gradient optimization, and the feature space is encoded by a sparse auto-encoder. Finally, a multi-scale descriptor utilizing local self-similarity is integrated into the patch-based label fusion to obtain final segmentation. Experiments were performed on two subsets of totally 46 T2-weighted prostate MR images from 46 patients. Compared to $\alpha $ -MI based on ${k}$ -nearest neighbor graph, the registration time of $\alpha $ -MI based on fast MST can be reduced by almost half. The median Dice overlap of registration using localized $\alpha $ -MI on one subset is shown to improve significantly from 0.725 to 0.764 ( $p=1.14\times 10^{-5}$ ), compared to using $\alpha $ -MI without the spatial information. The median Dice overlap of prostate segmentation using the proposed method on 20 testing images of another subset is 0.871, and the median Hausdorff distance is 8.013 mm, which demonstrate a comparable accuracy to state-of-the-art methods.","This work was supported in part by the National Natural Science Foundation of China under Grant 61002046 and Grant 81871332, the Research Grants Council of the Hong Kong Special Administrative Region of China under Grant CUHK14204117, the Innovation and Technology Commission under Grant GHP-025-17SZ and Grant GHP-028-14SZ, the Fundamental Research Funds for the Central Universities, the South-Central University for Nationalities under Grant CZY19024, and the Scheme Double First Class Program from the Ministry of Education, the Ministry of Finance, and the National Development and Reform Commission, China.",,IEEE Access,,,2019-01-01,2019,2019-09-24,2019-01-01,7,,138645-138656,All OA, Gold,Article,"Lu, Xuesong; Zha, Yunfei; Qiao, Yuchuan; Wang, Defeng","Lu, Xuesong (College of Biomedical Engineering, South-Central University for Nationalities, Wuhan, 430074, China); Zha, Yunfei (Department of Radiology, Renmin Hospital of Wuhan University, Wuhan, 430060, China); Qiao, Yuchuan (Laboratory of Neuro Imaging, Keck School of Medicine of USC, Los Angeles, CA, 90033, USA); Wang, Defeng (School of Instrumentation and Optoelectronic Engineering, Beihang University, Beijing, 100191, China; Beijing Advanced Innovation Center for Big Data-Based Precision Medicine, Beijing, 100083, China; Research Centre for Medical Image Computing, Department of Imaging and Interventional Radiology, The Chinese University of Hong Kong, Hong Kong)","Lu, Xuesong (South Central University for Nationalities)","Lu, Xuesong (South Central University for Nationalities); Zha, Yunfei (Renmin Hospital of Wuhan University); Qiao, Yuchuan (University of Southern California); Wang, Defeng (Beihang University; Beihang University; Chinese University of Hong Kong)",2,1,,,https://ieeexplore.ieee.org/ielx7/6287639/8600701/08847432.pdf,https://app.dimensions.ai/details/publication/pub.1121232730,40 Engineering, 46 Information and Computing Sciences,,,,,,,,,,
1067,pub.1141306350,10.1109/access.2021.3114733,,,ProCDet: A New Method for Prostate Cancer Detection Based on MR Images,"Prostate cancer is a malignant tumor that occurs in the male prostate. Prostate cancer lesions have the characteristics of small size and blurry outline, which is a challenge to design a robust prostate cancer detection method. At present, clinical diagnosis of prostate cancer is mainly based on magnetic resonance (MR) imaging. However, it is difficult to obtain prostate cancer data, and the data with true values is also very limited, which further increases the difficulty of prostate cancer detection methods based on MR images. To solve these problems, this paper designs a new method of prostate cancer detection based on MR images, which is recorded as ProCDet. The method consists of three modules: registration of prostate MR images, segmentation of prostate, and segmentation of prostate cancer lesions. First, the registration between different sequences of MR images is performed to find the spatial relationship between the different sequences. Then, the designed prostate segmentation network based on the attention mechanism is used to segment the prostate to remove the interference of background information. Finally, a 3D prostate cancer lesion segmentation network based on Focal Tversky Loss is applied to determine the specific location of prostate cancer. Moreover, in order to take full advantage of unlabeled prostate data, this paper designs a self-supervised learning method to improve the accuracy of prostate cancer detection. The proposed ProCDet has been experimentally verified on the ProstateX dataset. When the average number of false-positive lesions per patient is 0.6275, the true-positive rate is 91.82%. Experimental results show that the ProCDet can obtain competitive detection performance.","This work was supported by the Natural Science Foundation of Zhejiang Province under Grant LGF19F020004, and in part by Wenzhou Science and Technology Project under Grant G20190022.",,IEEE Access,,,2021-01-01,2021,2021-09-22,2021-01-01,9,,143495-143505,All OA, Gold,Article,"Qian, Yuejing; Zhang, Zengyou; Wang, Bo","Qian, Yuejing (Zhejiang Industry and Trade Vocational College, Wenzhou, Zhejiang, 313103, China); Zhang, Zengyou (Zhejiang Industry and Trade Vocational College, Wenzhou, Zhejiang, 313103, China); Wang, Bo (Zhejiang College of Security Technology, Wenzhou, Zhejiang, 325000, China)","Wang, Bo ","Qian, Yuejing (); Zhang, Zengyou (); Wang, Bo ()",1,1,,,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09546769.pdf,https://app.dimensions.ai/details/publication/pub.1141306350,46 Information and Computing Sciences,,,,,,,,,,,
1066,pub.1130866476,10.1007/s11042-020-09810-9,,,Brain tumor detection based on hybrid deep neural network in MRI by adaptive squirrel search optimization,"In the medical field, image segmentation is a paramount and challenging task. The head and vertebral column make up the central nervous system (CNS), which control all the paramount functions. These include thinking, speaking, and gestures. The uncontrolled growth in the CNS can affect a person’s thinking of communication or movement. The tumor is known as the uncontrolled growth of cells in brain. The tumor can be recognized by MRI image. Brain tumor detection is mostly affected with inaccurate classification. This proposed work designed a novel classification and segmentation algorithm for the brain tumor detection. The proposed system uses the Adaptive fuzzy deep neural network with frog leap optimization to detect normality and abnormality of the image. Accurate classification is achieved with error minimization strategy through our proposed method. Then, the abnormal image is segmented using adaptive flying squirrel algorithm and the size of the tumor is detected, which is used to find out the severity of the tumor. The proposed work is implemented in the MATLAB simulation platform. The proposed work Accuracy, sensitivity, specificity, false positive rate and false negative rate are 99.6%, 99.9%, 99.8%, 0.0043 and 0.543, respectively. The detection accuracy is better in our proposed system than the existing teaching and learning based algorithm, social group algorithm and deep neural network.",,,Multimedia Tools and Applications,,,2020-09-15,2020,2020-09-15,2021-01,80,2,2621-2645,Closed,Article,"Deb, Daizy; Roy, Sudipta","Deb, Daizy (Department of Computer Science and Engineering, Triguna Sen School of Technology, Assam University, 788011, Silchar, India); Roy, Sudipta (Department of Computer Science & Engineering, Triguna Sen School of Technology, Assam University (A Central University), 788011, Silchar, India)","Deb, Daizy (Assam University)","Deb, Daizy (Assam University); Roy, Sudipta (Assam University)",28,28,,14.43,,https://app.dimensions.ai/details/publication/pub.1130866476,46 Information and Computing Sciences, 4611 Machine Learning,,,,,,,,,,,
1066,pub.1129749777,10.48550/arxiv.2007.14556,,,Accurate Lung Nodules Segmentation with Detailed Representation Transfer  and Soft Mask Supervision,"Accurate lung lesion segmentation from Computed Tomography (CT) images is
crucial to the analysis and diagnosis of lung diseases such as COVID-19 and
lung cancer. However, the smallness and variety of lung nodules and the lack of
high-quality labeling make the accurate lung nodule segmentation difficult. To
address these issues, we first introduce a novel segmentation mask named Soft
Mask which has richer and more accurate edge details description and better
visualization and develop a universal automatic Soft Mask annotation pipeline
to deal with different datasets correspondingly. Then, a novel Network with
detailed representation transfer and Soft Mask supervision (DSNet) is proposed
to process the input low-resolution images of lung nodules into high-quality
segmentation results. Our DSNet contains a special Detail Representation
Transfer Module (DRTM) for reconstructing the detailed representation to
alleviate the small size of lung nodules images, and an adversarial training
framework with Soft Mask for further improving the accuracy of segmentation.
Extensive experiments validate that our DSNet outperforms other
state-of-the-art methods for accurate lung nodule segmentation and has strong
generalization ability in other accurate medical segmentation tasks with
competitive results. Besides, we provide a new challenging lung nodules
segmentation dataset for further studies.",,,arXiv,,,2020-07-28,2020,,,,,,All OA, Green,Preprint,"Wang, Changwei; Xu, Rongtao; Xu, Shibiao; Meng, Weiliang; Xiao, Jun; Zhang, Xiaopeng","Wang, Changwei (); Xu, Rongtao (); Xu, Shibiao (); Meng, Weiliang (); Xiao, Jun (); Zhang, Xiaopeng ()",,"Wang, Changwei (); Xu, Rongtao (); Xu, Shibiao (); Meng, Weiliang (); Xiao, Jun (); Zhang, Xiaopeng ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1129749777,46 Information and Computing Sciences, 4611 Machine Learning,,,,,,,,,,
1017,pub.1118981923,10.48550/arxiv.1802.04894,,,Computer-Aided Knee Joint Magnetic Resonance Image Segmentation - A  Survey,"Osteoarthritis (OA) is one of the major health issues among the elderly
population. MRI is the most popular technology to observe and evaluate the
progress of OA course. However, the extreme labor cost of MRI analysis makes
the process inefficient and expensive. Also, due to human error and subjective
nature, the inter- and intra-observer variability is rather high.
Computer-aided knee MRI segmentation is currently an active research field
because it can alleviate doctors and radiologists from the time consuming and
tedious job, and improve the diagnosis performance which has immense potential
for both clinic and scientific research. In the past decades, researchers have
investigated automatic/semi-automatic knee MRI segmentation methods
extensively. However, to the best of our knowledge, there is no comprehensive
survey paper in this field yet. In this survey paper, we classify the existing
methods by their principles and discuss the current research status and point
out the future research trend in-depth.",,,arXiv,,,2018-02-13,2018,,,,,,All OA, Green,Preprint,"Zhang, Boyu; Zhang, Yingtao; Cheng, H. D.; Xian, Min; Gai, Shan; Cheng, Olivia; Huang, Kuan","Zhang, Boyu (); Zhang, Yingtao (); Cheng, H. D. (); Xian, Min (); Gai, Shan (); Cheng, Olivia (); Huang, Kuan ()",,"Zhang, Boyu (); Zhang, Yingtao (); Cheng, H. D. (); Xian, Min (); Gai, Shan (); Cheng, Olivia (); Huang, Kuan ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1118981923,40 Engineering, 4003 Biomedical Engineering, 46 Information and Computing Sciences,,,,,,,,,
1015,pub.1150987953,10.48550/arxiv.2209.05160,,,Prototypical few-shot segmentation for cross-institution male pelvic  structures with spatial registration,"The prowess that makes few-shot learning desirable in medical image analysis
is the efficient use of the support image data, which are labelled to classify
or segment new classes, a task that otherwise requires substantially more
training images and expert annotations. This work describes a fully 3D
prototypical few-shot segmentation algorithm, such that the trained networks
can be effectively adapted to clinically interesting structures that are absent
in training, using only a few labelled images from a different institute.
First, to compensate for the widely recognised spatial variability between
institutions in episodic adaptation of novel classes, a novel spatial
registration mechanism is integrated into prototypical learning, consisting of
a segmentation head and an spatial alignment module. Second, to assist the
training with observed imperfect alignment, support mask conditioning module is
proposed to further utilise the annotation available from the support images.
Extensive experiments are presented in an application of segmenting eight
anatomical structures important for interventional planning, using a data set
of 589 pelvic T2-weighted MR images, acquired at seven institutes. The results
demonstrate the efficacy in each of the 3D formulation, the spatial
registration, and the support mask conditioning, all of which made positive
contributions independently or collectively. Compared with the previously
proposed 2D alternatives, the few-shot segmentation performance was improved
with statistical significance, regardless whether the support data come from
the same or different institutes.",,,arXiv,,,2022-09-12,2022,,,,,,All OA, Green,Preprint,"Li, Yiwen; Fu, Yunguan; Gayo, Iani; Yang, Qianye; Min, Zhe; Saeed, Shaheer; Yan, Wen; Wang, Yipei; Noble, J. Alison; Emberton, Mark; Clarkson, Matthew J.; Huisman, Henkjan; Barratt, Dean; Prisacariu, Victor Adrian; Hu, Yipeng","Li, Yiwen (); Fu, Yunguan (); Gayo, Iani (); Yang, Qianye (); Min, Zhe (); Saeed, Shaheer (); Yan, Wen (); Wang, Yipei (); Noble, J. Alison (); Emberton, Mark (); Clarkson, Matthew J. (); Huisman, Henkjan (); Barratt, Dean (); Prisacariu, Victor Adrian (); Hu, Yipeng ()",,"Li, Yiwen (); Fu, Yunguan (); Gayo, Iani (); Yang, Qianye (); Min, Zhe (); Saeed, Shaheer (); Yan, Wen (); Wang, Yipei (); Noble, J. Alison (); Emberton, Mark (); Clarkson, Matthew J. (); Huisman, Henkjan (); Barratt, Dean (); Prisacariu, Victor Adrian (); Hu, Yipeng ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1150987953,46 Information and Computing Sciences, 51 Physical Sciences, 5105 Medical and Biological Physics,,,,,,,,,
1015,pub.1130510832,10.1016/j.neucom.2020.07.116,,,3D multi-scale discriminative network with multi-directional edge loss for prostate zonal segmentation in bi-parametric MR images,"Accurate and reliable segmentation of the prostate, its inner and surrounding structures in magnetic resonance (MR) images, is of essential importance for image-guided prostate interventions and treatments. Further clinical demand is the automated segmentation of central gland (CG) and peripheral zone (PZ). Although T2-weighted (T2W) images can show prostate tissues more clearly, the lack of contrast between PZ and other surrounding tissues in T2W images increases the difficulty of PZ segmentation. In this context, it is necessary to consider using multi-parametric MR images to obtain complementary information for prostate zonal segmentation. In this paper, we propose a 3D multi-scale discriminative network with pyramid attention module (PAM) and residual refinement block (RRB) for automated and accurate segmentation of CG and PZ using bi-parametric (T2W and apparent diffusion coefficient) MR images. One of the major difficulties in prostate MR image segmentation is the ambiguous edge between the prostate and other surrounding anatomical structures, which is reflected in some specific directions. Therefore, we design a multi-directional edge loss to help the network focus on the multi-directional edge information of foreground areas. For the Prostate Multi-parametric MRI (PROMM) dataset, our proposed model achieved Dice similarity coefficient of 0.908 at CG and 0.785 at PZ. The average boundary distance obtained by our model is 1.397 mm at CG and 3.891 mm at PZ. For the NCI-ISBI dataset, our method greatly improves the Dice similarity coefficient at PZ, reaching 0.806 and achieved the Dice similarity coefficient of 0.901 at CG. The experimental results on two different MR prostate datasets demonstrate that our model is more sensitive to object boundaries and outperforms other state-of-the-art methods. The visualization of feature map activations in PAM shows that the proposed model can capture multi-scale discriminative features effectively.",This work was supported by the Science and Technology Commission of Shanghai Municipality (No. 17411952300). We greatly appreciate the organization for sharing the NCI-ISBI 2013 Automated Segmentation of Prostate Structures Challenge dataset analyzed in this study.,,Neurocomputing,,,2020-12,2020,,2020-12,418,,148-161,Closed,Article,"Qin, Xiangxiang; Zhu, Yu; Wang, Wei; Gui, Shaojun; Zheng, Bingbing; Wang, Peijun","Qin, Xiangxiang (School of Information Science and Technology, East China University of Science and Technology, Shanghai 200237, PR China); Zhu, Yu (School of Information Science and Technology, East China University of Science and Technology, Shanghai 200237, PR China); Wang, Wei (Department of Radiology, Tongji Hospital, Tongji University School of Medicine, Shanghai 200065, PR China); Gui, Shaojun (School of Information Science and Technology, East China University of Science and Technology, Shanghai 200237, PR China); Zheng, Bingbing (School of Information Science and Technology, East China University of Science and Technology, Shanghai 200237, PR China); Wang, Peijun (Department of Radiology, Tongji Hospital, Tongji University School of Medicine, Shanghai 200065, PR China)","Zhu, Yu (East China University of Science and Technology); Wang, Peijun (Tongji University)","Qin, Xiangxiang (East China University of Science and Technology); Zhu, Yu (East China University of Science and Technology); Wang, Wei (Tongji University); Gui, Shaojun (East China University of Science and Technology); Zheng, Bingbing (East China University of Science and Technology); Wang, Peijun (Tongji University)",7,7,,,,https://app.dimensions.ai/details/publication/pub.1130510832,40 Engineering, 46 Information and Computing Sciences, 52 Psychology,,,,,,,,,,
1011,pub.1111990221,10.1201/9780429434334-14,,,Automated Prostate Image Recognition and Segmentation,,,,,Prostate Cancer Imaging,,2018-10-31,2018,2018-10-31,,,,243-258,Closed,Chapter,"Yan, Ke; Wang, Xiuying; Kim, Jinman; Li, Changyang; Feng, Dagan; Khadra, Mohamed","Yan, Ke (); Wang, Xiuying (); Kim, Jinman (); Li, Changyang (); Feng, Dagan (); Khadra, Mohamed ()",,"Yan, Ke (); Wang, Xiuying (); Kim, Jinman (); Li, Changyang (); Feng, Dagan (); Khadra, Mohamed ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1111990221,,,,,,,,,,,,,
1008,pub.1151183568,10.48550/arxiv.2209.09641,,,Calibrating Segmentation Networks with Margin-based Label Smoothing,"Despite the undeniable progress in visual recognition tasks fueled by deep
neural networks, there exists recent evidence showing that these models are
poorly calibrated, resulting in over-confident predictions. The standard
practices of minimizing the cross entropy loss during training promote the
predicted softmax probabilities to match the one-hot label assignments.
Nevertheless, this yields a pre-softmax activation of the correct class that is
significantly larger than the remaining activations, which exacerbates the
miscalibration problem. Recent observations from the classification literature
suggest that loss functions that embed implicit or explicit maximization of the
entropy of predictions yield state-of-the-art calibration performances. Despite
these findings, the impact of these losses in the relevant task of calibrating
medical image segmentation networks remains unexplored. In this work, we
provide a unifying constrained-optimization perspective of current
state-of-the-art calibration losses. Specifically, these losses could be viewed
as approximations of a linear penalty (or a Lagrangian term) imposing equality
constraints on logit distances. This points to an important limitation of such
underlying equality constraints, whose ensuing gradients constantly push
towards a non-informative solution, which might prevent from reaching the best
compromise between the discriminative performance and calibration of the model
during gradient-based optimization. Following our observations, we propose a
simple and flexible generalization based on inequality constraints, which
imposes a controllable margin on logit distances. Comprehensive experiments on
a variety of public medical image segmentation benchmarks demonstrate that our
method sets novel state-of-the-art results on these tasks in terms of network
calibration, whereas the discriminative performance is also improved.",,,arXiv,,,2022-09-09,2022,,,,,,All OA, Green,Preprint,"Murugesan, Balamurali; Liu, Bingyuan; Galdran, Adrian; Ayed, Ismail Ben; Dolz, Jose","Murugesan, Balamurali (); Liu, Bingyuan (); Galdran, Adrian (); Ayed, Ismail Ben (); Dolz, Jose ()",,"Murugesan, Balamurali (); Liu, Bingyuan (); Galdran, Adrian (); Ayed, Ismail Ben (); Dolz, Jose ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1151183568,46 Information and Computing Sciences, 4611 Machine Learning,10 Reduced Inequalities,,,,,,,,,
1008,pub.1145203833,10.1016/j.patcog.2022.108556,,,Learning multi-scale synergic discriminative features for prostate image segmentation,"Although deep convolutional neural networks (DCNNs) have been proposed for prostate MR image segmentation, the effectiveness of these methods is often limited by inadequate semantic discrimination and spatial context modeling. To address these issues, we propose a Multi-scale Synergic Discriminative Network (MSD-Net), which includes a shared encoder, a segmentation decoder, and a boundary detection decoder. We further design the cascaded pyramid convolutional block and residual refinement block, and incorporate them and the channel attention block into MSD-Net to exploit the multi-scale spatial contextual information and semantically consistent features of the gland. We also fuse the features from two decoders to boost the segmentation performance, and introduce the synergic multi-task loss to impose the consistence constraint on the joint segmentation and boundary detection. We evaluated MSD-Net against several prostate segmentation methods on three public datasets and achieved an improved accuracy. Our results indicate that the proposed MSD-Net outperforms existing methods with setting the new state-of-the-art for prostate segmentation in magnetic resonance images.","H. Jia and Y. Xia were supported in part by the National Natural Science Foundation of China under Grants 62171377, in part by the Natural Science Foundation of Ningbo City, China, under Grant 2021J052, in part by the Science and Technology Innovation Committee of Shenzhen Municipality, China, under Grants JCYJ20180306171334997, in part by the CAAI-Huawei MindSpore Open Fund under Grants CAAIXSJLJJ-2020-005B, and in part by the Innovation Foundation for Doctor Dissertation of Northwestern Polytechnical University, under Grant CX202042. W. Cai, H. Huang, and their employers received no financial support for the research, authorship, and/or publication of this article. The authors would like to appreciate the efforts devoted to collect and share the PROMISE12, NCI-ISBI13, and 12CVB datasets for comparing interactive and (semi)-automatic segmentation algorithms for MRI of the prostate.",,Pattern Recognition,,,2022-06,2022,,2022-06,126,,108556,Closed,Article,"Jia, Haozhe; Cai, Weidong; Huang, Heng; Xia, Yong","Jia, Haozhe (National Engineering Laboratory for Integrated Aero-Space-Ground-Ocean Big Data Application Technology, School of Computer Science and Engineering, Northwestern Polytechnical University, Xi’an 710072, China; Research Development Institute of Northwestern Polytechnical University in Shenzhen, Shenzhen 518057, China; Department of Electrical and Computer Engineering, University of Pittsburgh, Pittsburgh, PA 15261, USA); Cai, Weidong (School of Computer Science, University of Sydney, Sydney, NSW 2006, Australia); Huang, Heng (Department of Electrical and Computer Engineering, University of Pittsburgh, Pittsburgh, PA 15261, USA; JD Finance America Corporation, Mountain View, California, CA 94043, USA); Xia, Yong (National Engineering Laboratory for Integrated Aero-Space-Ground-Ocean Big Data Application Technology, School of Computer Science and Engineering, Northwestern Polytechnical University, Xi’an 710072, China; Research Development Institute of Northwestern Polytechnical University in Shenzhen, Shenzhen 518057, China)","Xia, Yong (Northwestern Polytechnical University; Northwestern Polytechnical University)","Jia, Haozhe (Northwestern Polytechnical University; Northwestern Polytechnical University; University of Pittsburgh); Cai, Weidong (The University of Sydney); Huang, Heng (University of Pittsburgh); Xia, Yong (Northwestern Polytechnical University; Northwestern Polytechnical University)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1145203833,46 Information and Computing Sciences, 4603 Computer Vision and Multimedia Computation, 4611 Machine Learning,,,,,,,,,,
