"About the data: Exported on Mar 06, 2023. Criteria: '""The Medical Segmentation Decathlon""' in full data; Publication Year is 2019 or 2018. © 2023 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Publication Date (online),Publication Date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals,,,,,,,,,,,
1119,pub.1155376301,,,,Detection and Segmentation of Pancreas using Morphological Snakes and  Deep Convolutional Neural Networks,"Pancreatic cancer is one of the deadliest types of cancer, with 25% of the
diagnosed patients surviving for only one year and 6% of them for five.
Computed tomography (CT) screening trials have played a key role in improving
early detection of pancreatic cancer, which has shown significant improvement
in patient survival rates. However, advanced analysis of such images often
requires manual segmentation of the pancreas, which is a time-consuming task.
Moreover, pancreas presents high variability in shape, while occupying only a
very small area of the entire abdominal CT scans, which increases the
complexity of the problem. The rapid development of deep learning can
contribute to offering robust algorithms that provide inexpensive, accurate,
and user-independent segmentation results that can guide the domain experts.
This dissertation addresses this task by investigating a two-step approach for
pancreas segmentation, by assisting the task with a prior rough localization or
detection of pancreas. This rough localization of the pancreas is provided by
an estimated probability map and the detection task is achieved by using the
YOLOv4 deep learning algorithm. The segmentation task is tackled by a modified
U-Net model applied on cropped data, as well as by using a morphological active
contours algorithm. For comparison, the U-Net model was also applied on the
full CT images, which provide a coarse pancreas segmentation to serve as
reference. Experimental results of the detection network on the National
Institutes of Health (NIH) dataset and the pancreas tumour task dataset within
the Medical Segmentation Decathlon show 50.67% mean Average Precision. The best
segmentation network achieved good segmentation results on the NIH dataset,
reaching 67.67% Dice score.",,,arXiv,,,2023-02-13,2023,,,,,,All OA, Green,Preprint,"Davradou, Agapi","Davradou, Agapi ()",,"Davradou, Agapi ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1155376301,32 Biomedical and Clinical Sciences, 3211 Oncology and Carcinogenesis, 46 Information and Computing Sciences,,,,,,,,,
1096,pub.1151032986,10.1007/978-3-031-16443-9_16,,,A Robust Volumetric Transformer for Accurate 3D Tumor Segmentation,"We propose a Transformer architecture for volumetric segmentation, a challenging task that requires keeping a complex balance in encoding local and global spatial cues, and preserving information along all axes of the volume. Encoder of the proposed design benefits from self-attention mechanism to simultaneously encode local and global cues, while the decoder employs a parallel self and cross attention formulation to capture fine details for boundary refinement. Empirically, we show that the proposed design choices result in a computationally efficient model, with competitive and promising results on the Medical Segmentation Decathlon (MSD) brain tumor segmentation (BraTS) Task. We further show that the representations learned by our model are robust against data corruptions. Our code implementation is publicly available.",,,Lecture Notes in Computer Science,Medical Image Computing and Computer Assisted Intervention – MICCAI 2022,,2022-09-16,2022,2022-09-16,2022,13435,,162-172,All OA, Green,Chapter,"Peiris, Himashi; Hayat, Munawar; Chen, Zhaolin; Egan, Gary; Harandi, Mehrtash","Peiris, Himashi (Department of Electrical and Computer Systems Engineering, Faculty of Engineering, Monash University, Melbourne, Australia); Hayat, Munawar (Department of Data Science and AI, Faculty of IT, Monash University, Melbourne, Australia); Chen, Zhaolin (Department of Electrical and Computer Systems Engineering, Faculty of Engineering, Monash University, Melbourne, Australia; Monash Biomedical Imaging (MBI), Monash University, Melbourne, Australia); Egan, Gary (Monash Biomedical Imaging (MBI), Monash University, Melbourne, Australia); Harandi, Mehrtash (Department of Electrical and Computer Systems Engineering, Faculty of Engineering, Monash University, Melbourne, Australia)","Peiris, Himashi (Monash University)","Peiris, Himashi (Monash University); Hayat, Munawar (Monash University); Chen, Zhaolin (Monash University; Monash University); Egan, Gary (Monash University); Harandi, Mehrtash (Monash University)",14,14,,,http://arxiv.org/pdf/2111.13300,https://app.dimensions.ai/details/publication/pub.1151032986,46 Information and Computing Sciences, 4611 Machine Learning,,,,,,,,,,
1085,pub.1138796801,10.48550/arxiv.2106.05735,,,The Medical Segmentation Decathlon,"International challenges have become the de facto standard for comparative
assessment of image analysis algorithms given a specific task. Segmentation is
so far the most widely investigated medical image processing task, but the
various segmentation challenges have typically been organized in isolation,
such that algorithm development was driven by the need to tackle a single
specific clinical problem. We hypothesized that a method capable of performing
well on multiple tasks will generalize well to a previously unseen task and
potentially outperform a custom-designed solution. To investigate the
hypothesis, we organized the Medical Segmentation Decathlon (MSD) - a
biomedical image analysis challenge, in which algorithms compete in a multitude
of both tasks and modalities. The underlying data set was designed to explore
the axis of difficulties typically encountered when dealing with medical
images, such as small data sets, unbalanced labels, multi-site data and small
objects. The MSD challenge confirmed that algorithms with a consistent good
performance on a set of tasks preserved their good average performance on a
different set of previously unseen tasks. Moreover, by monitoring the MSD
winner for two years, we found that this algorithm continued generalizing well
to a wide range of other clinical problems, further confirming our hypothesis.
Three main conclusions can be drawn from this study: (1) state-of-the-art image
segmentation algorithms are mature, accurate, and generalize well when
retrained on unseen tasks; (2) consistent algorithmic performance across
multiple tasks is a strong surrogate of algorithmic generalizability; (3) the
training of accurate AI segmentation models is now commoditized to non AI
experts.",,,arXiv,,,2021-06-10,2021,,,,,,All OA, Green,Preprint,"Antonelli, Michela; Reinke, Annika; Bakas, Spyridon; Farahani, Keyvan; AnnetteKopp-Schneider; Landman, Bennett A.; Litjens, Geert; Menze, Bjoern; Ronneberger, Olaf; Summers, Ronald M.; van Ginneken, Bram; Bilello, Michel; Bilic, Patrick; Christ, Patrick F.; Do, Richard K. G.; Gollub, Marc J.; Heckers, Stephan H.; Huisman, Henkjan; Jarnagin, William R.; McHugo, Maureen K.; Napel, Sandy; Pernicka, Jennifer S. Goli; Rhode, Kawal; Tobon-Gomez, Catalina; Vorontsov, Eugene; Huisman, Henkjan; Meakin, James A.; Ourselin, Sebastien; Wiesenfarth, Manuel; Arbelaez, Pablo; Bae, Byeonguk; Chen, Sihong; Daza, Laura; Feng, Jianjiang; He, Baochun; Isensee, Fabian; Ji, Yuanfeng; Jia, Fucang; Kim, Namkug; Kim, Ildoo; Merhof, Dorit; Pai, Akshay; Park, Beomhee; Perslev, Mathias; Rezaiifar, Ramin; Rippel, Oliver; Sarasua, Ignacio; Shen, Wei; Son, Jaemin; Wachinger, Christian; Wang, Liansheng; Wang, Yan; Xia, Yingda; Xu, Daguang; Xu, Zhanwei; Zheng, Yefeng; Simpson, Amber L.; Maier-Hein, Lena; Cardoso, M. Jorge","Antonelli, Michela (); Reinke, Annika (); Bakas, Spyridon (); Farahani, Keyvan (); AnnetteKopp-Schneider (); Landman, Bennett A. (); Litjens, Geert (); Menze, Bjoern (); Ronneberger, Olaf (); Summers, Ronald M. (); van Ginneken, Bram (); Bilello, Michel (); Bilic, Patrick (); Christ, Patrick F. (); Do, Richard K. G. (); Gollub, Marc J. (); Heckers, Stephan H. (); Huisman, Henkjan (); Jarnagin, William R. (); McHugo, Maureen K. (); Napel, Sandy (); Pernicka, Jennifer S. Goli (); Rhode, Kawal (); Tobon-Gomez, Catalina (); Vorontsov, Eugene (); Meakin, James A. (); Ourselin, Sebastien (); Wiesenfarth, Manuel (); Arbelaez, Pablo (); Bae, Byeonguk (); Chen, Sihong (); Daza, Laura (); Feng, Jianjiang (); He, Baochun (); Isensee, Fabian (); Ji, Yuanfeng (); Jia, Fucang (); Kim, Namkug (); Kim, Ildoo (); Merhof, Dorit (); Pai, Akshay (); Park, Beomhee (); Perslev, Mathias (); Rezaiifar, Ramin (); Rippel, Oliver (); Sarasua, Ignacio (); Shen, Wei (); Son, Jaemin (); Wachinger, Christian (); Wang, Liansheng (); Wang, Yan (); Xia, Yingda (); Xu, Daguang (); Xu, Zhanwei (); Zheng, Yefeng (); Simpson, Amber L. (); Maier-Hein, Lena (); Cardoso, M. Jorge ()",,"Antonelli, Michela (); Reinke, Annika (); Bakas, Spyridon (); Farahani, Keyvan (); AnnetteKopp-Schneider (); Landman, Bennett A. (); Litjens, Geert (); Menze, Bjoern (); Ronneberger, Olaf (); Summers, Ronald M. (); van Ginneken, Bram (); Bilello, Michel (); Bilic, Patrick (); Christ, Patrick F. (); Do, Richard K. G. (); Gollub, Marc J. (); Heckers, Stephan H. (); Huisman, Henkjan (); Jarnagin, William R. (); McHugo, Maureen K. (); Napel, Sandy (); Pernicka, Jennifer S. Goli (); Rhode, Kawal (); Tobon-Gomez, Catalina (); Vorontsov, Eugene (); Meakin, James A. (); Ourselin, Sebastien (); Wiesenfarth, Manuel (); Arbelaez, Pablo (); Bae, Byeonguk (); Chen, Sihong (); Daza, Laura (); Feng, Jianjiang (); He, Baochun (); Isensee, Fabian (); Ji, Yuanfeng (); Jia, Fucang (); Kim, Namkug (); Kim, Ildoo (); Merhof, Dorit (); Pai, Akshay (); Park, Beomhee (); Perslev, Mathias (); Rezaiifar, Ramin (); Rippel, Oliver (); Sarasua, Ignacio (); Shen, Wei (); Son, Jaemin (); Wachinger, Christian (); Wang, Liansheng (); Wang, Yan (); Xia, Yingda (); Xu, Daguang (); Xu, Zhanwei (); Zheng, Yefeng (); Simpson, Amber L. (); Maier-Hein, Lena (); Cardoso, M. Jorge ()",4,4,,3.1,,https://app.dimensions.ai/details/publication/pub.1138796801,46 Information and Computing Sciences, 4603 Computer Vision and Multimedia Computation,,,,,,,,,,
1078,pub.1151381614,10.1109/cvpr52688.2022.02008,,,HyperSegNAS: Bridging One-Shot Neural Architecture Search with 3D Medical Image Segmentation using HyperNet,"Semantic segmentation of 3D medical images is a challenging task due to the high variability of the shape and pattern of objects (such as organs or tumors). Given the recent success of deep learning in medical image segmentation, Neural Architecture Search (NAS) has been introduced to find high-performance 3D segmentation network architectures. However, because of the massive computational requirements of 3D data and the discrete optimization nature of architecture search, previous NAS methods require a long search time or necessary continuous relaxation, and commonly lead to sub-optimal network architectures. While one-shot NAS can potentially address these disadvantages, its application in the segmentation domain has not been well studied in the expansive multi-scale multi-path search space. To enable one-shot NAS for medical image segmentation, our method, named HyperSegNAS, introduces a HyperNet to assist super-net training by incorporating architecture topology information. Such a HyperNet can be removed once the super-net is trained and introduces no overhead during architecture search. We show that HyperSegNAS yields better performing and more intuitive architectures compared to the previous state-of-the-art (SOTA) segmentation networks; furthermore, it can quickly and accurately find good architecture candidates under different computing constraints. Our method is evaluated on public datasets from the Medical Segmentation Decathlon (MSD) challenge, and achieves SOTA performances.",,,,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,2022-06-24,2022,,2022-06-24,0,,20709-20719,All OA, Green,Proceeding,"Peng, Cheng; Myronenko, Andriy; Hatamizadeh, Ali; Nath, Vishwesh; Siddiquee, Mahfuzur Rahman; He, Yufan; Xu, Daguang; Chellappa, Rama; Yang, Dong","Peng, Cheng (Johns Hopkins University); Myronenko, Andriy (NVIDIA); Hatamizadeh, Ali (NVIDIA); Nath, Vishwesh (NVIDIA); Siddiquee, Mahfuzur Rahman (Arizona State University); He, Yufan (NVIDIA); Xu, Daguang (NVIDIA); Chellappa, Rama (Johns Hopkins University); Yang, Dong (NVIDIA)",,"Peng, Cheng (Johns Hopkins University); Myronenko, Andriy (Nvidia (United States)); Hatamizadeh, Ali (Nvidia (United States)); Nath, Vishwesh (Nvidia (United States)); Siddiquee, Mahfuzur Rahman (Arizona State University); He, Yufan (Nvidia (United States)); Xu, Daguang (Nvidia (United States)); Chellappa, Rama (Johns Hopkins University); Yang, Dong (Nvidia (United States))",2,2,,,http://arxiv.org/pdf/2112.10652,https://app.dimensions.ai/details/publication/pub.1151381614,46 Information and Computing Sciences, 4611 Machine Learning,,,,,,,,,,
1076,pub.1144062417,10.48550/arxiv.2112.10652,,,HyperSegNAS: Bridging One-Shot Neural Architecture Search with 3D  Medical Image Segmentation using HyperNet,"Semantic segmentation of 3D medical images is a challenging task due to the
high variability of the shape and pattern of objects (such as organs or
tumors). Given the recent success of deep learning in medical image
segmentation, Neural Architecture Search (NAS) has been introduced to find
high-performance 3D segmentation network architectures. However, because of the
massive computational requirements of 3D data and the discrete optimization
nature of architecture search, previous NAS methods require a long search time
or necessary continuous relaxation, and commonly lead to sub-optimal network
architectures. While one-shot NAS can potentially address these disadvantages,
its application in the segmentation domain has not been well studied in the
expansive multi-scale multi-path search space. To enable one-shot NAS for
medical image segmentation, our method, named HyperSegNAS, introduces a
HyperNet to assist super-net training by incorporating architecture topology
information. Such a HyperNet can be removed once the super-net is trained and
introduces no overhead during architecture search. We show that HyperSegNAS
yields better performing and more intuitive architectures compared to the
previous state-of-the-art (SOTA) segmentation networks; furthermore, it can
quickly and accurately find good architecture candidates under different
computing constraints. Our method is evaluated on public datasets from the
Medical Segmentation Decathlon (MSD) challenge, and achieves SOTA performances.",,,arXiv,,,2021-12-20,2021,,,,,,All OA, Green,Preprint,"Peng, Cheng; Myronenko, Andriy; Hatamizadeh, Ali; Nath, Vish; Siddiquee, Md Mahfuzur Rahman; He, Yufan; Xu, Daguang; Chellappa, Rama; Yang, Dong","Peng, Cheng (); Myronenko, Andriy (); Hatamizadeh, Ali (); Nath, Vish (); Siddiquee, Md Mahfuzur Rahman (); He, Yufan (); Xu, Daguang (); Chellappa, Rama (); Yang, Dong ()",,"Peng, Cheng (); Myronenko, Andriy (); Hatamizadeh, Ali (); Nath, Vish (); Siddiquee, Md Mahfuzur Rahman (); He, Yufan (); Xu, Daguang (); Chellappa, Rama (); Yang, Dong ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1144062417,46 Information and Computing Sciences, 4611 Machine Learning,,,,,,,,,,
1075,pub.1145334066,10.48550/arxiv.2202.02078,,,Heed the Noise in Performance Evaluations in Neural Architecture Search,"Neural Architecture Search (NAS) has recently become a topic of great
interest. However, there is a potentially impactful issue within NAS that
remains largely unrecognized: noise. Due to stochastic factors in neural
network initialization, training, and the chosen train/validation dataset
split, the performance evaluation of a neural network architecture, which is
often based on a single learning run, is also stochastic. This may have a
particularly large impact if a dataset is small. We therefore propose to reduce
this noise by evaluating architectures based on average performance over
multiple network training runs using different random seeds and
cross-validation. We perform experiments for a combinatorial optimization
formulation of NAS in which we vary noise reduction levels. We use the same
computational budget for each noise level in terms of network training runs,
i.e., we allow less architecture evaluations when averaging over more training
runs. Multiple search algorithms are considered, including evolutionary
algorithms which generally perform well for NAS. We use two publicly available
datasets from the medical image segmentation domain where datasets are often
limited and variability among samples is often high. Our results show that
reducing noise in architecture evaluations enables finding better architectures
by all considered search algorithms.",,,arXiv,,,2022-02-04,2022,,,,,,All OA, Green,Preprint,"Dushatskiy, Arkadiy; Alderliesten, Tanja; Bosman, Peter A. N.","Dushatskiy, Arkadiy (); Alderliesten, Tanja (); Bosman, Peter A. N. ()",,"Dushatskiy, Arkadiy (); Alderliesten, Tanja (); Bosman, Peter A. N. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1145334066,46 Information and Computing Sciences, 4602 Artificial Intelligence, 4611 Machine Learning,,,,,,,,,
1062,pub.1142696895,10.1109/niles53778.2021.9600556,,,Brain Tumor Segmentation using 3D U-Net with Hyperparameter Optimization,"For the sake of proper diagnosis and treatment, accurate brain tumour segmentation is required. Because manual brain tumour segmentation is a time-consuming, costly, and subjective task, effective automated approaches for this purpose are generally desired. However, because brain tumours vary greatly in terms of location, shape, and size, establishing automatic segmentation algorithms has remained challenging throughout the years. Automatic segmentation of brain tumour is the process of separating abnormal tissues from normal tissues, such as white matter (WM), gray matter (GM), and cerebrospinal fluid (CSF). Brian segmentation needs typically to be carried out for different image modalities in order to reveal important metabolic and physiological information. These modalities include positron emission tomography (PET), computer tomography (CT) image and magnetic resonance image (MRI). Multimodal imaging techniques (such as PET/CT and PET/MRI) that combine the information from multiple imaging modalities contribute more for accurate brain tumour segmentation. In this work, we introduce a deep learning framework for automated segmentation of 3D brain tumors that can save physicians time and provide an accurate reproducible solution for further tumor analysis and monitoring. In particular, a 3D U-Net was trained on brain MRI data obtained from the 2018 Brain tumor Image Segmentation (BraTS) challenge. Three optimizers (RMSProp, Adam and Nadam) and three loss functions (Dice loss, focal Tversky loss, Log-Cosh loss functions) were used. We demonstrated that some loss functions and optimizers combinations perform better than other ones. For example, using the Log-Cosh loss function along with RMSProp optimizer resulted in the highest Dice coefficient, 0.75. Indeed, we also optimized the network hyperparameters in order to enhance the segmentation outcomes. These results demonstrate the feasibility and effectiveness of the proposed deep learning scheme with optimized hyperparemeters and appropriate selection of the optimizer and loss function.",,,,2021 3rd Novel Intelligent and Leading Emerging Sciences Conference (NILES),,2021-10-25,2021,,2021-10-25,0,,269-272,Closed,Proceeding,"Gamal, Ali; Bedda, Khaled; Ashraf, Nada; Ayman, Salma; AbdAllah, Mohamed; Rushdi, Muhammad A.","Gamal, Ali (Department of Biomedical Engineering and Systems Faculty of Engineering, Cairo University); Bedda, Khaled (Department of Biomedical Engineering and Systems Faculty of Engineering, Cairo University); Ashraf, Nada (Department of Biomedical Engineering and Systems Faculty of Engineering, Cairo University); Ayman, Salma (Department of Biomedical Engineering and Systems Faculty of Engineering, Cairo University); AbdAllah, Mohamed (Department of Biomedical Engineering and Systems Faculty of Engineering, Cairo University); Rushdi, Muhammad A. (Department of Biomedical Engineering and Systems Faculty of Engineering, Cairo University)",,"Gamal, Ali (Cairo University); Bedda, Khaled (Cairo University); Ashraf, Nada (Cairo University); Ayman, Salma (Cairo University); AbdAllah, Mohamed (Cairo University); Rushdi, Muhammad A. (Cairo University)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1142696895,32 Biomedical and Clinical Sciences, 3202 Clinical Sciences, 3211 Oncology and Carcinogenesis,,,,,,,,,,
1054,pub.1143451590,10.48550/arxiv.2111.13300,,,A Robust Volumetric Transformer for Accurate 3D Tumor Segmentation,"We propose a Transformer architecture for volumetric segmentation, a
challenging task that requires keeping a complex balance in encoding local and
global spatial cues, and preserving information along all axes of the volume.
Encoder of the proposed design benefits from self-attention mechanism to
simultaneously encode local and global cues, while the decoder employs a
parallel self and cross attention formulation to capture fine details for
boundary refinement. Empirically, we show that the proposed design choices
result in a computationally efficient model, with competitive and promising
results on the Medical Segmentation Decathlon (MSD) brain tumor segmentation
(BraTS) Task. We further show that the representations learned by our model are
robust against data corruptions.
\href{https://github.com/himashi92/VT-UNet}{Our code implementation is publicly
available}.",,,arXiv,,,2021-11-25,2021,,,,,,All OA, Green,Preprint,"Peiris, Himashi; Hayat, Munawar; Chen, Zhaolin; Egan, Gary; Harandi, Mehrtash","Peiris, Himashi (); Hayat, Munawar (); Chen, Zhaolin (); Egan, Gary (); Harandi, Mehrtash ()",,"Peiris, Himashi (); Hayat, Munawar (); Chen, Zhaolin (); Egan, Gary (); Harandi, Mehrtash ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1143451590,46 Information and Computing Sciences, 4611 Machine Learning,,,,,,,,,,
1051,pub.1153416396,10.1117/12.2660662,,,An overview of abdominal segmentation methods using General Adversarial Network (GAN),"Applications ranging from image-guided surgery to computer-assisted diagnosis depend on the segmentation of abdominal anatomy. The uses of the General Adversarial Network (GAN) in the automatic segmentation of abdominal pictures are discussed in this review article. Discussion in this paper starts off by reviewing the underlying theory of GAN and its variations, then covering the most recent abdominal segmentation techniques. In addition, it introduces the variety of applications and datasets included for these imaging studies. The quantitative performances (evaluated using Dice Similarity Coefficient and F-scores) of 13 representative studies are summarized and compared. Overall, a more precise abdominal segmentation can be achieved using GAN-based methods of image analysis.",,,Proceedings of SPIE,International Conference on Biomedical and Intelligent Systems (IC-BIS 2022),,2022-12-06,2022,,,12458,,1245843-1245843-7,Closed,Proceeding,"Liu, Ying","Liu, Ying (The University of Hong Kong (Hong Kong, China))",,"Liu, Ying (University of Hong Kong)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1153416396,"51 Physical Sciences; 5102 Atomic, Molecular and Optical Physics",,,,,,,,,,,,
1050,pub.1150422227,10.48550/arxiv.2208.09592,,,Transforming the Interactive Segmentation for Medical Imaging,"The goal of this paper is to interactively refine the automatic segmentation
on challenging structures that fall behind human performance, either due to the
scarcity of available annotations or the difficulty nature of the problem
itself, for example, on segmenting cancer or small organs. Specifically, we
propose a novel Transformer-based architecture for Interactive Segmentation
(TIS), that treats the refinement task as a procedure for grouping pixels with
similar features to those clicks given by the end users. Our proposed
architecture is composed of Transformer Decoder variants, which naturally
fulfills feature comparison with the attention mechanisms. In contrast to
existing approaches, our proposed TIS is not limited to binary segmentations,
and allows the user to edit masks for arbitrary number of categories. To
validate the proposed approach, we conduct extensive experiments on three
challenging datasets and demonstrate superior performance over the existing
state-of-the-art methods. The project page is: https://wtliu7.github.io/tis/.",,,arXiv,,,2022-08-19,2022,,,,,,All OA, Green,Preprint,"Liu, Wentao; Ma, Chaofan; Yang, Yuhuan; Xie, Weidi; Zhang, Ya","Liu, Wentao (); Ma, Chaofan (); Yang, Yuhuan (); Xie, Weidi (); Zhang, Ya ()",,"Liu, Wentao (); Ma, Chaofan (); Yang, Yuhuan (); Xie, Weidi (); Zhang, Ya ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1150422227,"46 Information and Computing Sciences; 4607 Graphics, Augmented Reality and Games",,,,,,,,,,,
1047,pub.1151032971,10.1007/978-3-031-16440-8_67,,,Transforming the Interactive Segmentation for Medical Imaging,"The goal of this paper is to interactively refine the automatic segmentation on challenging structures that fall behind human performance, either due to the scarcity of available annotations or the difficulty nature of the problem itself, for example, on segmenting cancer or small organs. Specifically, we propose a novel Transformer-based architecture for Interactive Segmentation (TIS), that treats the refinement task as a procedure for grouping pixels with similar features to those clicks given by the end users. Our proposed architecture is composed of Transformer Decoder variants, which naturally fulfills feature comparison with the attention mechanisms. In contrast to existing approaches, our proposed TIS is not limited to binary segmentations, and allows the user to edit masks for arbitrary number of categories. To validate the proposed approach, we conduct extensive experiments on three challenging datasets and demonstrate superior performance over the existing state-of-the-art methods. The project page is: https://wtliu7.github.io/tis/.",,,Lecture Notes in Computer Science,Medical Image Computing and Computer Assisted Intervention – MICCAI 2022,,2022-09-16,2022,2022-09-16,2022,13434,,704-713,All OA, Green,Chapter,"Liu, Wentao; Ma, Chaofan; Yang, Yuhuan; Xie, Weidi; Zhang, Ya","Liu, Wentao (Cooperative Medianet Innovation Center, Shanghai Jiao Tong University, Shanghai, China); Ma, Chaofan (Cooperative Medianet Innovation Center, Shanghai Jiao Tong University, Shanghai, China); Yang, Yuhuan (Cooperative Medianet Innovation Center, Shanghai Jiao Tong University, Shanghai, China); Xie, Weidi (Cooperative Medianet Innovation Center, Shanghai Jiao Tong University, Shanghai, China; Shanghai AI Laboratory, Shanghai, China); Zhang, Ya (Cooperative Medianet Innovation Center, Shanghai Jiao Tong University, Shanghai, China; Shanghai AI Laboratory, Shanghai, China)","Zhang, Ya (Shanghai Jiao Tong University; Shanghai Artificial Intelligence Laboratory)","Liu, Wentao (Shanghai Jiao Tong University); Ma, Chaofan (Shanghai Jiao Tong University); Yang, Yuhuan (Shanghai Jiao Tong University); Xie, Weidi (Shanghai Jiao Tong University; Shanghai Artificial Intelligence Laboratory); Zhang, Ya (Shanghai Jiao Tong University; Shanghai Artificial Intelligence Laboratory)",0,0,,,http://arxiv.org/pdf/2208.09592,https://app.dimensions.ai/details/publication/pub.1151032971,"46 Information and Computing Sciences; 4607 Graphics, Augmented Reality and Games",,,,,,,,,,,
1043,pub.1134980301,10.1016/j.sigpro.2021.108013,,,Learned snakes for 3D image segmentation,"Snakes or active contour models are classical methods for boundary detection and segmentation, which deform an initial contour (for 2D image) or a surface (for 3D image) towards the boundary of the desired object. Such snakes models are ideal choices for handling medical image segmentation problems since they are very efficient and require fewer memories by solely tracking the explicit curves or surfaces. However, traditional snakes models solved by the level set method suffer from numerical instabilities and are usually difficult to deal with topological changes. In this paper, we propose a learned snakes model for 3D medical image segmentation, where both the initial and final surfaces are estimated using deep neural networks in end-to-end regimes. The merit of our learned snakes model is that we can realize 3D segmentation by finding a 2D surface based on 2D convolutional neural networks rather than using 3D networks or cutting the volume into 2D slices. Experiments on the Medical Segmentation Decathlon spleen dataset against both 2D- and 3D-based networks demonstrate our model achieving the state-of-the-art accuracy and efficiency, which not only enjoys a 1% higher DSC but also saves more than 90% computational time compared to the well-established elastic boundary projection model Ni et al. [1].","The work was supported by the National Natural Science Foundation of China (NSFC 12071345, 11701418), Major Science and Technology Project of Tianjin 18ZXRHSY00160, and Recruitment Program of Global Young Expert. The work of X.C. Tai was supported by Hong Kong Baptist University startup grants RG(R)-RC/17-18/02-MATH and FRG2/17-18/033.",,Signal Processing,,,2021-06,2021,,2021-06,183,,108013,Closed,Article,"Guo, Lihong; Liu, Yueyun; Wang, Yu; Duan, Yuping; Tai, Xue-Cheng","Guo, Lihong (Center for Applied Mathematics, Tianjin University, Tianjin 300072, China); Liu, Yueyun (Center for Applied Mathematics, Tianjin University, Tianjin 300072, China); Wang, Yu (Alibaba Group, Hangzhou, China); Duan, Yuping (Center for Applied Mathematics, Tianjin University, Tianjin 300072, China); Tai, Xue-Cheng (Department of Mathematics, Hong Kong Baptist University, Kowloon Tong, Hong Kong)","Duan, Yuping (Tianjin University)","Guo, Lihong (Tianjin University); Liu, Yueyun (Tianjin University); Wang, Yu (Alibaba Group (China)); Duan, Yuping (Tianjin University); Tai, Xue-Cheng (Hong Kong Baptist University)",6,6,,4.91,,https://app.dimensions.ai/details/publication/pub.1134980301,46 Information and Computing Sciences, 4611 Machine Learning,,,,,,,,,,,
