"About the data: Exported on Mar 06, 2023. Criteria: '""Deep Learning Techniques for Automatic MRI Cardiac Multi-Structures Segmentation and Diagnosis: Is the Problem Solved?""' in full data; Publication Year is 2023 or 2022 or 2021. © 2023 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Publication Date (online),Publication Date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals,,,,,,,,,,,
160,pub.1139046341,10.1142/q0322,,,Deep Learning in Biology and Medicine,,,,,,,2022-02,2022,2022-06-21,2022-02,,,,Closed,Edited Book,,,,,3,3,,,,https://app.dimensions.ai/details/publication/pub.1139046341,,,,,,,,,,,,,
6259,pub.1145012272,10.1259/bjr.20201060,35084208,,"Artificial intelligence study on left ventricular function among normal individuals, hypertrophic cardiomyopathy and dilated cardiomyopathy patients using 1.5T cardiac cine MR images obtained by SSFP sequence","OBJECTIVES: To evaluate the performance of a deep learning-based method to automatically quantify left ventricular (LV) function from MR images in different cardiomyopathy.
METHODS: This retrospective study included MRI data sets from 2013 to 2020. Data on left ventricular function from patients with hypertrophic cardiomyopathy (HCM), patients with dilated cardiomyopathy (DCM), and healthy participants were analyzed. MRI data from a total of 388 patients were measured manually and automatically.The performance of Convolutional Neural Networks (CNNs) was evaluated based on the manual notes of two experienced observers: (a) LV segmentation accuracy, and (b) LV functional parameter accuracy. Bland-Altman analysis, Receiver operating Characteristic (ROC) curve analysis and Pearson correlation analysis were used to evaluate the consistency between fully automatic and manual diagnosis of HCM and DCM.
RESULTS: The deep-learning CNN performed best in HCM in evaluating LV function and worst in DCM. Compared with manual analysis, four parameters of LV function in the HCM group showed high correlation (r at least >0.901), and the correlation of DCM in all parameters was weaker than that of HCM, especially EF (r2 = 0.776) and SV (r2 = 0.645). ROC curve analysis indicated that at the optimal cut-off value, EF from automatic segmentation identified DCM and HCM patients with sensitivity of 92.31 and 78.05%, specificity of 82.96 and 54.07%, respectively.
CONCLUSION: Among different heart diseases, the analysis of cardiac function based on deep-learning CNN may have different performances, with DCM performing the worst and HCM the best and thus, special attention should be paid to DCM patients when assessing LV function through artificial intelligence method. LV function parameter obtained by artificial intelligence method may play an important role in the future AI diagnosis of HCM and DCM.
ADVANCES IN KNOWLEDGE: These data for the first time objectively evaluate the performance of a commercially available deep learning-based method in cardiac function evaluation of different cardiomyopathy and point out its advantages and disadvantages in different cardiomyopathy. This work did not attempt to design the algorithm itself, but rather applied an already existing method to a test dataset of clinical data and evaluated the results for a limited number of cardiomyopathy.",,,British Journal of Radiology,,"Artificial Intelligence; Cardiomyopathies; Cardiomyopathy, Dilated; Cardiomyopathy, Hypertrophic; Humans; Magnetic Resonance Imaging; Retrospective Studies; Ventricular Function, Left",2022-01-31,2022,2022-01-31,2022-05-01,95,1133,20201060,Closed,Article,"Guo, Jiajun; Lu, HongFei; Chen, Yinyin; Zeng, Mengsu; Jin, Hang","Guo, Jiajun (Department of Radiology, Zhongshan Hospital, Fudan University, and Shanghai Institute of Medical Imaging, Shanghai, China; Department of Medical Imaging, Shanghai Medical school Fudan University, Shanghai, China); Lu, HongFei (Department of Radiology, Zhongshan Hospital, Fudan University, and Shanghai Institute of Medical Imaging, Shanghai, China; Department of Medical Imaging, Shanghai Medical school Fudan University, Shanghai, China); Chen, Yinyin (Department of Radiology, Zhongshan Hospital, Fudan University, and Shanghai Institute of Medical Imaging, Shanghai, China; Department of Medical Imaging, Shanghai Medical school Fudan University, Shanghai, China); Zeng, Mengsu (Department of Radiology, Zhongshan Hospital, Fudan University, and Shanghai Institute of Medical Imaging, Shanghai, China; Department of Medical Imaging, Shanghai Medical school Fudan University, Shanghai, China); Jin, Hang (Department of Radiology, Zhongshan Hospital, Fudan University, and Shanghai Institute of Medical Imaging, Shanghai, China; Department of Medical Imaging, Shanghai Medical school Fudan University, Shanghai, China)","Jin, Hang (Zhongshan Hospital; Fudan University; Shanghai Medical College of Fudan University)","Guo, Jiajun (Zhongshan Hospital; Fudan University; Shanghai Medical College of Fudan University); Lu, HongFei (Zhongshan Hospital; Fudan University; Shanghai Medical College of Fudan University); Chen, Yinyin (Zhongshan Hospital; Fudan University; Shanghai Medical College of Fudan University); Zeng, Mengsu (Zhongshan Hospital; Fudan University; Shanghai Medical College of Fudan University); Jin, Hang (Zhongshan Hospital; Fudan University; Shanghai Medical College of Fudan University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1145012272,32 Biomedical and Clinical Sciences, 3202 Clinical Sciences,,,,,,,,,,,
1654,pub.1145010661,10.48550/arxiv.2201.10410,,,Comparison of Evaluation Metrics for Landmark Detection in CMR Images,"Cardiac Magnetic Resonance (CMR) images are widely used for cardiac diagnosis
and ventricular assessment. Extracting specific landmarks like the right
ventricular insertion points is of importance for spatial alignment and 3D
modeling. The automatic detection of such landmarks has been tackled by
multiple groups using Deep Learning, but relatively little attention has been
paid to the failure cases of evaluation metrics in this field. In this work, we
extended the public ACDC dataset with additional labels of the right
ventricular insertion points and compare different variants of a heatmap-based
landmark detection pipeline. In this comparison, we demonstrate very likely
pitfalls of apparently simple detection and localisation metrics which
highlights the importance of a clear detection strategy and the definition of
an upper limit for localisation-based metrics. Our preliminary results indicate
that a combination of different metrics is necessary, as they yield different
winners for method comparison. Additionally, they highlight the need of a
comprehensive metric description and evaluation standardisation, especially for
the error cases where no metrics could be computed or where no lower/upper
boundary of a metric exists. Code and labels:
https://github.com/Cardio-AI/rvip_landmark_detection",,,arXiv,,,2022-01-25,2022,,,,,,All OA, Green,Preprint,"Koehler, Sven; Sharan, Lalith; Kuhm, Julian; Ghanaat, Arman; Gordejeva, Jelizaveta; Simon, Nike K.; Grell, Niko M.; André, Florian; Engelhardt, Sandy","Koehler, Sven (); Sharan, Lalith (); Kuhm, Julian (); Ghanaat, Arman (); Gordejeva, Jelizaveta (); Simon, Nike K. (); Grell, Niko M. (); André, Florian (); Engelhardt, Sandy ()",,"Koehler, Sven (); Sharan, Lalith (); Kuhm, Julian (); Ghanaat, Arman (); Gordejeva, Jelizaveta (); Simon, Nike K. (); Grell, Niko M. (); André, Florian (); Engelhardt, Sandy ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1145010661,32 Biomedical and Clinical Sciences, 3202 Clinical Sciences, 46 Information and Computing Sciences,,,,,,,,,
1398,pub.1152728617,10.1109/globconpt57482.2022.9938245,,,Cardiac Magnetic Resonance Imaging Segmentation using Ensemble of 2D and 3D Deep Residual U-Net,"The domain of deep learning stimulates medical image analysis, which is a catalyst of scientific research and an essential element of healthcare. Since semantic segmentation techniques empower image processing and quantitative determination in various applications, designing a dedicated solution is challenging and heavily reliant on input data characteristics and hardware constraints. Cardiac magnetic resonance imaging segmentation provides three essential heart structures, left ventricle (LV) cavity, myocardium (MYO), and right ventricle (RV) cavity. In clinical applications, manual contouring is frequently utilized to perform semantic segmentation. A fully automated cardiac magnetic resonance image (CMRI) segmentation technique is becoming more desirable as deep learning-based frameworks advance. Motivated by the power of U-Net, residual network, and deep supervision, this paper proposes a Deep Residual U-Net to achieve better LV, MYO, and RV segmentation in short-axis CMRI. The model is formed with residual connections and has a similar layout to U-Net. It provides three advantages: First, residual connections make deep network training easier. Second, the network's rich skip connections enable feature propagation, allowing for network creation with lower complexity but more remarkable performance. Third, Deep supervision facilitates the loss computation at every feature dimension except at least two, empowering gradients to be implanted more deeply in the network and improving each layer's training in Deep Residual U-Net. Automated Cardiac Diagnosis Challenge (ACDC) 2017 dataset has been used to assess the segmentation efficiency of proposed model. The proposed approach significantly outperformed all other methods, evidencing its supremacy over recent state-of-the-art U-Net-based techniques.","The authors express their gratitude to the Head of the Electrical Engineering department and the Computer Centre at the Indian Institute of Technology, Roorkee, for offering the support required for GPU-based computing.","The authors express their gratitude to the Head of the Electrical Engineering department and the Computer Centre at the Indian Institute of Technology, Roorkee, for offering the support required for GPU-based computing.",,"2022 IEEE Global Conference on Computing, Power and Communication Technologies (GlobConPT)",,2022-01-25,2022,,2022-01-25,0,,1-6,Closed,Proceeding,"Singh, Kamal Raj; Sharma, Ambalika; Singh, G. K.","Singh, Kamal Raj (Electrical Engineering Indian Institute of Technology Roorkee, Roorkee, India); Sharma, Ambalika (Electrical Engineering Indian Institute of Technology Roorkee, Roorkee, India); Singh, G. K. (Electrical Engineering Indian Institute of Technology Roorkee, Roorkee, India)",,"Singh, Kamal Raj (Indian Institute of Technology Roorkee); Sharma, Ambalika (Indian Institute of Technology Roorkee); Singh, G. K. (Indian Institute of Technology Roorkee)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1152728617,40 Engineering, 4003 Biomedical Engineering, 46 Information and Computing Sciences,,,,,,,,,,
4530,pub.1144950119,10.1109/tnnls.2022.3141119,35073271,,Probabilistic Modeling for Image Registration Using Radial Basis Functions: Application to Cardiac Motion Estimation,"Cardiovascular diseases (CVDs) are the leading cause of death, affecting the cardiac dynamics over the cardiac cycle. Estimation of cardiac motion plays an essential role in many medical clinical tasks. This article proposes a probabilistic framework for image registration using compact support radial basis functions (CSRBFs) to estimate cardiac motion. A variational inference-based generative model with convolutional neural networks (CNNs) is proposed to learn the probabilistic coefficients of CSRBFs used in image deformation. We designed two networks to estimate the deformation coefficients of CSRBFs: the first one solves the spatial transformation using given control points, and the second one models the transformation using drifting control points. The given-point-based network estimates the probabilistic coefficients of control points. In contrast, the drifting-point-based model predicts the probabilistic coefficients and spatial distribution of control points simultaneously. To regularize these coefficients, we derive the bending energy (BE) in the variational bound by defining the covariance of coefficients. The proposed framework has been evaluated on the cardiac motion estimation and the calculation of the myocardial strain. In the experiments, 1409 slice pairs of end-diastolic (ED) and end-systolic (ES) phase in 4-D cardiac magnetic resonance (MR) images selected from three public datasets are employed to evaluate our networks. The experimental results show that our framework outperforms the state-of-the-art registration methods concerning the deformation smoothness and registration accuracy.",,,IEEE Transactions on Neural Networks and Learning Systems,,,2022-01-24,2022,2022-01-24,2022-01-24,PP,99,1-15,All OA, Hybrid,Article,"Gan, Ziyu; Sun, Wei; Liao, Kaimin; Yang, Xuan","Gan, Ziyu (College of Computer Science and Software Engineering, Shenzhen University, Shenzhen 518060, China.); Sun, Wei (Radboud University Medical Center, 6500 Nijmegen, The Netherlands.); Liao, Kaimin (College of Computer Science and Software Engineering, Shenzhen University, Shenzhen 518060, China.); Yang, Xuan (College of Computer Science and Software Engineering, Shenzhen University, Shenzhen 518060, China ())",,"Gan, Ziyu (Shenzhen University); Sun, Wei (Radboud University Nijmegen Medical Centre); Liao, Kaimin (Shenzhen University); Yang, Xuan (Shenzhen University)",0,0,,,https://ieeexplore.ieee.org/ielx7/5962385/6104215/09690579.pdf,https://app.dimensions.ai/details/publication/pub.1144950119,46 Information and Computing Sciences, 4603 Computer Vision and Multimedia Computation,,,,,,,,,,
411,pub.1144976354,10.48550/arxiv.2201.09873,,,Transformers in Medical Imaging: A Survey,"Following unprecedented success on the natural language tasks, Transformers
have been successfully applied to several computer vision problems, achieving
state-of-the-art results and prompting researchers to reconsider the supremacy
of convolutional neural networks (CNNs) as {de facto} operators. Capitalizing
on these advances in computer vision, the medical imaging field has also
witnessed growing interest for Transformers that can capture global context
compared to CNNs with local receptive fields. Inspired from this transition, in
this survey, we attempt to provide a comprehensive review of the applications
of Transformers in medical imaging covering various aspects, ranging from
recently proposed architectural designs to unsolved issues. Specifically, we
survey the use of Transformers in medical image segmentation, detection,
classification, reconstruction, synthesis, registration, clinical report
generation, and other tasks. In particular, for each of these applications, we
develop taxonomy, identify application-specific challenges as well as provide
insights to solve them, and highlight recent trends. Further, we provide a
critical discussion of the field's current state as a whole, including the
identification of key challenges, open problems, and outlining promising future
directions. We hope this survey will ignite further interest in the community
and provide researchers with an up-to-date reference regarding applications of
Transformer models in medical imaging. Finally, to cope with the rapid
development in this field, we intend to regularly update the relevant latest
papers and their open-source implementations at
\url{https://github.com/fahadshamshad/awesome-transformers-in-medical-imaging}.",,,arXiv,,,2022-01-24,2022,,,,,,All OA, Green,Preprint,"Shamshad, Fahad; Khan, Salman; Zamir, Syed Waqas; Khan, Muhammad Haris; Hayat, Munawar; Khan, Fahad Shahbaz; Fu, Huazhu","Shamshad, Fahad (); Khan, Salman (); Zamir, Syed Waqas (); Khan, Muhammad Haris (); Hayat, Munawar (); Khan, Fahad Shahbaz (); Fu, Huazhu ()",,"Shamshad, Fahad (); Khan, Salman (); Zamir, Syed Waqas (); Khan, Muhammad Haris (); Hayat, Munawar (); Khan, Fahad Shahbaz (); Fu, Huazhu ()",1,1,,,,https://app.dimensions.ai/details/publication/pub.1144976354,46 Information and Computing Sciences, 4611 Machine Learning,,,,,,,,,,
1136,pub.1144939953,10.48550/arxiv.2201.08388,,,Steerable Pyramid Transform Enables Robust Left Ventricle Quantification,"Although multifarious variants of convolutional neural networks (CNNs) have
proved successful in cardiac index quantification, they seem vulnerable to mild
input perturbations, e.g., spatial transformations, image distortions, and
adversarial attacks. Such brittleness erodes our trust in CNN-based automated
diagnosis of various cardiovascular diseases. In this work, we describe a
simple and effective method to learn robust CNNs for left ventricle (LV)
quantification, including cavity and myocardium areas, directional dimensions,
and regional wall thicknesses. The key to the success of our approach is the
use of the biologically-inspired steerable pyramid transform (SPT) as fixed
front-end processing, which brings three computational advantages to LV
quantification. First, the basis functions of SPT match the anatomical
structure of the LV as well as the geometric characteristics of the estimated
indices. Second, SPT enables sharing a CNN across different orientations as a
form of parameter regularization, and explicitly captures the scale variations
of the LV in a natural way. Third, the residual highpass subband can be
conveniently discarded to further encourage robust feature learning. A concise
and effective metric, named Robustness Ratio, is proposed to evaluate the
robustness under various input perturbations. Extensive experiments on 145
cardiac sequences show that our SPT-augmented method performs favorably against
state-of-the-art algorithms in terms of prediction accuracy, but is
significantly more robust under input perturbations.",,,arXiv,,,2022-01-20,2022,,,,,,All OA, Green,Preprint,"Zhu, Xiangyang; Ma, Kede; Xue, Wufeng","Zhu, Xiangyang (); Ma, Kede (); Xue, Wufeng ()",,"Zhu, Xiangyang (); Ma, Kede (); Xue, Wufeng ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1144939953,40 Engineering, 46 Information and Computing Sciences, 4603 Computer Vision and Multimedia Computation, 4611 Machine Learning,,,,,,,,
4323,pub.1144690600,10.1016/j.media.2022.102362,35091277,,AWSnet: An auto-weighted supervision attention network for myocardial scar and edema segmentation in multi-sequence cardiac magnetic resonance images,"Multi-sequence cardiac magnetic resonance (CMR) provides essential pathology information (scar and edema) to diagnose myocardial infarction. However, automatic pathology segmentation can be challenging due to the difficulty of effectively exploring the underlying information from the multi-sequence CMR data. This paper aims to tackle the scar and edema segmentation from multi-sequence CMR with a novel auto-weighted supervision framework, where the interactions among different supervised layers are explored under a task-specific objective using reinforcement learning. Furthermore, we design a coarse-to-fine framework to boost the small myocardial pathology region segmentation with shape prior knowledge. The coarse segmentation model identifies the left ventricle myocardial structure as a shape prior, while the fine segmentation model integrates a pixel-wise attention strategy with an auto-weighted supervision model to learn and extract salient pathological structures from the multi-sequence CMR data. Extensive experimental results on a publicly available dataset from Myocardial pathology segmentation combining multi-sequence CMR (MyoPS 2020) demonstrate our method can achieve promising performance compared with other state-of-the-art methods. Our method is promising in advancing the myocardial pathology assessment on multi-sequence CMR data. To motivate the community, we have made our code publicly available via https://github.com/soleilssss/AWSnet/tree/master.","This work was supported by the Fundamental Research Funds for the Central Universities, the National Natural Science Foundation of China (NSFC 61771130 and NSFC 61801296), the National Key RD Program of China (2018YFA0704102) and the Shenzhen Basic Research (JCYJ20190808115419619).",,Medical Image Analysis,,Cicatrix, Edema, Heart, Heart Ventricles, Humans, Magnetic Resonance Imaging,2022-01-15,2022,2022-01-15,2022-04,77,,102362,All OA, Green,Article,"Wang, Kai-Ni; Yang, Xin; Miao, Juzheng; Li, Lei; Yao, Jing; Zhou, Ping; Xue, Wufeng; Zhou, Guang-Quan; Zhuang, Xiahai; Ni, Dong","Wang, Kai-Ni (State Key Laboratory of Bioelectronics, School of Biological Science and Medical Engineering, Southeast University, Nanjing, China.); Yang, Xin (Medical UltraSound Image Computing (MUSIC) Lab, School of Biomedical Engineering, Health Center, Shenzhen University, Shenzhen, China.); Miao, Juzheng (State Key Laboratory of Bioelectronics, School of Biological Science and Medical Engineering, Southeast University, Nanjing, China.); Li, Lei (School of Data Science, Fudan University, Shanghai, China; School of Biomedical Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Biomedical Engineering and Imaging Sciences, Kings College London, London, UK.); Yao, Jing (Department of Ultrasound Medicine, Affiliated Drum Tower Hospital of Nanjing University Medical School, Nanjing, China.); Zhou, Ping (State Key Laboratory of Bioelectronics, School of Biological Science and Medical Engineering, Southeast University, Nanjing, China.); Xue, Wufeng (Medical UltraSound Image Computing (MUSIC) Lab, School of Biomedical Engineering, Health Center, Shenzhen University, Shenzhen, China.); Zhou, Guang-Quan (State Key Laboratory of Bioelectronics, School of Biological Science and Medical Engineering, Southeast University, Nanjing, China. Electronic address: guangquan.zhou@seu.edu.cn.); Zhuang, Xiahai (School of Data Science, Fudan University, Shanghai, China. Electronic address: zxh@fudan.edu.cn.); Ni, Dong (Medical UltraSound Image Computing (MUSIC) Lab, School of Biomedical Engineering, Health Center, Shenzhen University, Shenzhen, China. Electronic address: nidong@szu.edu.cn.)","Zhou, Guang-Quan (Southeast University); Zhuang, Xiahai (Fudan University); Ni, Dong (Shenzhen University)","Wang, Kai-Ni (Southeast University); Yang, Xin (Shenzhen University); Miao, Juzheng (Southeast University); Li, Lei (Fudan University; Shanghai Jiao Tong University; King's College London); Yao, Jing (Nanjing Drum Tower Hospital); Zhou, Ping (Southeast University); Xue, Wufeng (Shenzhen University); Zhou, Guang-Quan (Southeast University); Zhuang, Xiahai (Fudan University); Ni, Dong (Shenzhen University)",6,6,,,http://arxiv.org/pdf/2201.05344,https://app.dimensions.ai/details/publication/pub.1144690600,32 Biomedical and Clinical Sciences, 40 Engineering,,,,,
1620,pub.1144684969,10.1007/978-3-030-93722-5_36,,,"Multi-disease, Multi-view and Multi-center Right Ventricular Segmentation in Cardiac MRI Using Efficient Late-Ensemble Deep Learning Approach","In many computer vision areas, deep learning-based models achieved state-of-the-art performances and started catching the attention in the context of medical imaging. The emergence of deep learning is a cutting-edge for the state-of-the-art methods of cardiac magnetic resonance (CMR) segmentation. For generalization and better optimization of current deep learning models for CMR segmentation problems, the M&Ms-2 (Multi-Disease, Multi-View & Multi-Center Right Ventricular Segmentation in Cardiac MRI) challenge proposed data that are acquired from three clinical centers of Spain and Germany using three different magnetic resonance scanner vendors (Siemens, General Electric and Philips). To cater to the generalization issue on a multi-Disease dataset, the proposed model used lightweight convolutional layers’ blocks before the proposed residual block which have been used as a skip connection with a series of several layers for boundary and structural information preservation. The residual blocks that are used after every encoder block help bridge the semantic gap between the encoder and decoder. The efficient expansion, depth-wise, and projection block (EDP) is used at each decoder block for efficiently improving the segmentation maps. The proposed 2D-based model is used to segment the right ventricle (RV) in short-axis (SA) images, as well as in long-axis (LA) cardiac MR images without any additional dataset and pretrained weights. The proposed model produced optimal dice coefficients (DC) and Hausdorff distance (HD) scores in validation and testing images and could be useful for the segmentation of the RV and LA in cardiac MRI.",,,Lecture Notes in Computer Science,"Statistical Atlases and Computational Models of the Heart. Multi-Disease, Multi-View, and Multi-Center Right Ventricular Segmentation in Cardiac MRI Challenge",,2022-01-14,2022,2022-01-14,2022,13131,,335-343,Closed,Chapter,"Mazher, Moona; Qayyum, Abdul; Benzinou, Abdesslam; Abdel-Nasser, Mohamed; Puig, Domenec","Mazher, Moona (Department of Computer Engineering and Mathematics, University Rovira I Virgili, Tarragona, Spain); Qayyum, Abdul (ENIB, UMR CNRS 6285 LabSTICC, 29238, Brest, France); Benzinou, Abdesslam (ENIB, UMR CNRS 6285 LabSTICC, 29238, Brest, France); Abdel-Nasser, Mohamed (Department of Computer Engineering and Mathematics, University Rovira I Virgili, Tarragona, Spain; Faculty of Engineering, Department of Electrical Engineering, Aswan University, Aswan, Egypt); Puig, Domenec (Department of Computer Engineering and Mathematics, University Rovira I Virgili, Tarragona, Spain)","Mazher, Moona (Rovira i Virgili University)","Mazher, Moona (Rovira i Virgili University); Qayyum, Abdul (Brest National Engineering School); Benzinou, Abdesslam (Brest National Engineering School); Abdel-Nasser, Mohamed (Rovira i Virgili University; Aswan University); Puig, Domenec (Rovira i Virgili University)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1144684969,46 Information and Computing Sciences, 4611 Machine Learning,,,,,,,,,,,
1455,pub.1144683508,10.1007/978-3-030-93722-5_30,,,Multi-view SA-LA Net: A Framework for Simultaneous Segmentation of RV on Multi-view Cardiac MR Images,"We proposed a multi-view SA-LA model for simultaneous segmentation of RV on the short-axis (SA) and long-axis (LA) cardiac MR images. The multi-view SA-LA model is a multi-encoder, multi-decoder U-Net architecture based on the U-Net model. One encoder-decoder pair segments the RV on SA images and the other pair on LA images. Multi-view SA-LA model assembles an extremely rich set of synergistic features, at the root of the encoder branch, by combining feature maps learned from matched SA and LA cardiac MR images. Segmentation performance is further enhanced by: (1) incorporating spatial context of LV as a prior and (2) performing deep supervision in the last three layers of the decoder branch. Multi-view SA-LA model was extensively evaluated on the MICCAI 2021 Multi- Disease, Multi-View, and Multi- Centre RV Segmentation Challenge dataset (M&Ms-2021). M&Ms-2021 dataset consists of multi-phase, multi-view cardiac MR images of 360\documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym}
				\usepackage{amsfonts}
				\usepackage{amssymb}
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}
$$360$$
\end{document} subjects acquired at four clinical centers with three different vendors. On the challenge cohort (160\documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym}
				\usepackage{amsfonts}
				\usepackage{amssymb}
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}
$$160$$
\end{document} subjects), the proposed multi-view SA-LA model achieved a Dice Score of 91%\documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym}
				\usepackage{amsfonts}
				\usepackage{amssymb}
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}
$$91\%$$
\end{document} and Hausdorff distance of 11.2\documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym}
				\usepackage{amsfonts}
				\usepackage{amssymb}
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}
$$11.2$$
\end{document} mm on short-axis images and a Dice Score of 89.6%\documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym}
				\usepackage{amsfonts}
				\usepackage{amssymb}
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}
$$89.6\%$$
\end{document} and Hausdorff distance of 8.1\documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym}
				\usepackage{amsfonts}
				\usepackage{amssymb}
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}
$$8.1$$
\end{document} mm on long-axis images. Moreover, multi-view SA-LA model exhibited strong generalization to unseen RV related pathologies including Dilated Right Ventricle (DSC: SA 91.41%\documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym}
				\usepackage{amsfonts}
				\usepackage{amssymb}
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}
$$91.41\mathrm{\%}$$
\end{document}, LA 89.63%\documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym}
				\usepackage{amsfonts}
				\usepackage{amssymb}
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}
$$89.63\mathrm{\%}$$
\end{document}) and Tricuspidal Regurgitation (DSC: SA 91.40%\documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym}
				\usepackage{amsfonts}
				\usepackage{amssymb}
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}
$$91.40\mathrm{\%}$$
\end{document}, LA 90.40%\documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym}
				\usepackage{amsfonts}
				\usepackage{amssymb}
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}
$$90.40\mathrm{\%}$$
\end{document}) with low variance (σDSC\documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym}
				\usepackage{amsfonts}
				\usepackage{amssymb}
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}
$${\sigma }_{\mathrm{DSC}}$$
\end{document}: SA <5%\documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym}
				\usepackage{amsfonts}
				\usepackage{amssymb}
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}
$$<5\mathrm{\%}$$
\end{document}, LA <6%\documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym}
				\usepackage{amsfonts}
				\usepackage{amssymb}
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}
$$<6\mathrm{\%}$$
\end{document}).",,,Lecture Notes in Computer Science,"Statistical Atlases and Computational Models of the Heart. Multi-Disease, Multi-View, and Multi-Center Right Ventricular Segmentation in Cardiac MRI Challenge",,2022-01-14,2022,2022-01-14,2022,13131,,277-286,All OA, Green,Chapter,"Jabbar, Sana; Bukhari, Syed Talha; Mohy-ud-Din, Hassan","Jabbar, Sana (Department of Electrical Engineering, Syed Babar Ali School of Science and Engineering, LUMS, 54792, Lahore, Pakistan); Bukhari, Syed Talha (Department of Electrical Engineering, Syed Babar Ali School of Science and Engineering, LUMS, 54792, Lahore, Pakistan); Mohy-ud-Din, Hassan (Department of Electrical Engineering, Syed Babar Ali School of Science and Engineering, LUMS, 54792, Lahore, Pakistan)","Mohy-ud-Din, Hassan (Lahore University of Management Sciences)","Jabbar, Sana (Lahore University of Management Sciences); Bukhari, Syed Talha (Lahore University of Management Sciences); Mohy-ud-Din, Hassan (Lahore University of Management Sciences)",0,0,,,http://arxiv.org/pdf/2110.00682,https://app.dimensions.ai/details/publication/pub.1144683508,46 Information and Computing Sciences, 4611 Machine Learning,,,,,,,,,,
